orf,localization,GPI,First signal position,SRP dependent,Loop,ORF length (codons),Signal to stop codon length,Pronounced direct SRP binding,Position of direct SRP binding,SRP binding unambiguously assigned,SRP prerecruitment
YOR006C,Cytonuclear,No,,,,313,,,,,
YOR007C,Cytonuclear,No,,,,346,,,,,
YOR008C,SSTMD,No,6,Independent,Yes,378,372,No,,,Yes
YOR008C-A,Exception,No,,Dependent,,74,,,,,
YOR009W,SS,Yes,6,Independent,,487,481,,,,
YOR010C,SS,Yes,6,Independent,,251,245,,,,
YOR011W,TMD,No,388,,,1394,1006,,,,
YOR011W-A,Cytonuclear,No,,,,68,,,,,
YOR012W,Cytonuclear,No,,,,137,,,,,
YOR014W,Cytonuclear,No,,,,757,,,,,
YOR016C,SSTMD,No,3,Dependent,No,207,204,No,,,Yes
YOR017W,mito,No,,,,800,,,,,
YOR018W,Cytonuclear,No,,,,837,,,,,
YOR019W,Cytonuclear,No,,,,730,,,,,
YOR020C,Cytonuclear,No,,,,106,,,,,
YOR020W-A,Exception,No,,Dependent,No,90,,,,,
YOR021C,Cytonuclear,No,,,,213,,,,,
YOR022C,mito,No,,,,715,,,,,
YOR023C,Cytonuclear,No,,,,566,,,,,
YOR025W,Cytonuclear,No,,,,447,,,,,
YOR026W,Cytonuclear,No,,,,341,,,,,
YOR027W,Cytonuclear,No,,,,589,,,,,
YOR028C,Cytonuclear,No,,,,295,,,,,
YOR030W,Exception,No,,Independent,,619,,,,,
YOR032C,Cytonuclear,No,,,,434,,,,,
YOR032W-A,TMD,No,12,Dependent,,66,54,,,,
YOR033C,Cytonuclear,No,,,,702,,,,,
YOR034C,Exception,No,,,,749,,,,,
YOR034C-A,Exception,No,,,,80,,,,,
YOR035C,Cytonuclear,No,,,,789,,,,,
YOR036W,TA,No,267,,No,288,21,,,,
YOR037W,mito,No,,,,366,,,,,
YOR038C,Exception,No,,,,875,,,,,
YOR039W,Cytonuclear,No,,,,258,,,,,
YOR040W,mito,No,,,,285,,,,,
YOR042W,Cytonuclear,No,,,,411,,,,,
YOR043W,Cytonuclear,No,,,,486,,,,,
YOR044W,Exception,No,,Dependent,No,157,,,,,
YOR045W,mito,No,,,,61,,,,,
YOR046C,Cytonuclear,No,,,,482,,,,,
YOR047C,Cytonuclear,No,,,,444,,,,,
YOR048C,Cytonuclear,No,,,,1006,,,,,
YOR049C,TMD,No,6,Dependent,,354,348,Yes,63,No,Yes
YOR051C,Cytonuclear,No,,,,412,,,,,
YOR052C,Cytonuclear,No,,,,150,,,,,
YOR054C,Cytonuclear,No,,,,674,,,,,
YOR056C,Cytonuclear,No,,,,459,,,,,
YOR057W,Cytonuclear,No,,,,395,,,,,
YOR058C,Cytonuclear,No,,,,885,,,,,
YOR059C,TMD,No,268,,,450,182,,,,
YOR060C,Cytonuclear,No,,,,257,,,,,
YOR061W,Cytonuclear,No,,,,339,,,,,
YOR062C,Cytonuclear,No,,,,268,,,,,
YOR063W,Cytonuclear,No,,,,387,,,,,
YOR064C,Cytonuclear,No,,,,219,,,,,
YOR065W,mito,No,,,,309,,,,,
YOR066W,Cytonuclear,No,,,,629,,,,,
YOR067C,TMD,No,43,Dependent,No,577,534,No,,,Yes
YOR068C,Cytonuclear,No,,,,114,,,,,
YOR069W,Cytonuclear,No,,,,675,,,,,
YOR070C,Cytonuclear,No,,,,637,,,,,
YOR071C,TMD,No,46,Independent,,598,552,No,,,Yes
YOR072W-B,Exception,No,,,,53,,,,,
YOR073W,Cytonuclear,No,,,,590,,,,,
YOR074C,Cytonuclear,No,,,,304,,,,,
YOR075W,Exception,No,,,No,346,,,,,
YOR076C,Cytonuclear,No,,,,747,,,,,
YOR077W,Cytonuclear,No,,,,232,,,,,
YOR078W,Cytonuclear,No,,,,214,,,,,
YOR079C,TMD,No,5,Dependent,No,313,308,Yes,61,Yes,Yes
YOR080W,Cytonuclear,No,,,,732,,,,,
YOR081C,TMD,No,181,,,749,568,,,,
YOR083W,Cytonuclear,No,,,,295,,,,,
YOR084W,Cytonuclear,No,,,,387,,,,,
YOR085W,SSTMD,No,4,Independent,No,350,346,No,,,Yes
YOR086C,TMD,No,105,,No,1186,1081,No,,,Yes
YOR087W,TMD,No,236,,Yes,675,439,Yes,312,No,Yes
YOR089C,Exception,No,,,,210,,,,,
YOR090C,Exception,No,,,,572,,,,,
YOR091W,Cytonuclear,No,,,,345,,,,,
YOR092W,TMD,No,19,Dependent,No,613,594,No,,,Yes
YOR093C,Exception,No,,,,1648,,,,,
YOR094W,Cytonuclear,No,,,,183,,,,,
YOR095C,Cytonuclear,No,,,,258,,,,,
YOR096W,Cytonuclear,No,,,,190,,,,,
YOR097C,Exception,No,,Dependent,,175,,,,,
YOR098C,Cytonuclear,No,,,,1076,,,,,
YOR099W,SS,No,17,Independent,No,393,376,No,,,Yes
YOR100C,Exception,No,,,,327,,,,,
YOR101W,Cytonuclear,No,,,,309,,,,,
YOR103C,TMD,No,46,Dependent,No,130,84,Yes,128,No,No
YOR104W,TMD,No,42,Dependent,No,282,240,,,,
YOR105W,Exception,No,,,,108,,,,,
YOR106W,TA,No,264,,,283,19,,,,
YOR107W,Cytonuclear,No,,,,309,,,,,
YOR108W,mito,No,,,,604,,,,,
YOR109W,Cytonuclear,No,,,,1107,,,,,
YOR110W,Cytonuclear,No,,,,435,,,,,
YOR111W,Cytonuclear,No,,,,232,,,,,
YOR112W,Cytonuclear,No,,,,761,,,,,
YOR113W,Cytonuclear,No,,,,914,,,,,
YOR114W,Cytonuclear,No,,,,294,,,,,
YOR115C,Cytonuclear,No,,,,268,,,,,
YOR116C,Cytonuclear,No,,,,1460,,,,,
YOR117W,Cytonuclear,No,,,,434,,,,,
YOR118W,Cytonuclear,No,,,,567,,,,,
YOR119C,Cytonuclear,No,,,,484,,,,,
YOR120W,Cytonuclear,No,,,,312,,,,,
YOR122C,Cytonuclear,No,,,,126,,,,,
YOR123C,Cytonuclear,No,,,,464,,,,,
YOR124C,Cytonuclear,No,,,,1272,,,,,
YOR125C,Cytonuclear,No,,,,233,,,,,
YOR126C,Cytonuclear,No,,,,238,,,,,
YOR127W,Cytonuclear,No,,,,1007,,,,,
YOR128C,Cytonuclear,No,,,,571,,,,,
YOR129C,Cytonuclear,No,,,,893,,,,,
YOR130C,mito,No,,,,292,,,,,
YOR131C,Cytonuclear,No,,,,218,,,,,
YOR132W,Cytonuclear,No,,,,551,,,,,
YOR133W,Cytonuclear,No,,,,842,,,,,
YOR134W,Cytonuclear,No,,,,409,,,,,
YOR136W,mito,No,,,,369,,,,,
YOR137C,SS,No,15,Independent,,622,607,,,,
YOR138C,Exception,No,,,,671,,,,,
YOR140W,Cytonuclear,No,,,,766,,,,,
YOR141C,Cytonuclear,No,,,,881,,,,,
YOR142W,mito,No,,,,329,,,,,
YOR142W-A,Cytonuclear,No,,,,440,,,,,
YOR142W-B,Cytonuclear,No,,,,1755,,,,,
YOR143C,Cytonuclear,No,,,,319,,,,,
YOR144C,Cytonuclear,No,,,,791,,,,,
YOR145C,Cytonuclear,No,,,,274,,,,,
YOR147W,mito,No,,,,622,,,,,
YOR148C,Cytonuclear,No,,,,185,,,,,
YOR149C,TMD,No,6,Dependent,,516,510,No,,,Yes
YOR150W,mito,No,,,,163,,,,,
YOR151C,Cytonuclear,No,,,,1224,,,,,
YOR152C,SS,No,4,Independent,,256,252,No,,,Yes
YOR153W,TMD,No,520,,No,1511,991,No,,,No
YOR154W,Exception,No,,Dependent,,587,,,,,
YOR155C,Cytonuclear,No,,,,450,,,,,
YOR156C,Cytonuclear,No,,,,726,,,,,
YOR157C,Cytonuclear,No,,,,261,,,,,
YOR158W,mito,No,,,,318,,,,,
YOR159C,Cytonuclear,No,,,,94,,,,,
YOR160W,Cytonuclear,No,,,,972,,,,,
YOR161C,TMD,No,83,,No,539,456,Yes,156,No,Yes
YOR161C-C,Exception,No,,,,48,,,,,
YOR162C,Exception,No,,,,810,,,,,
YOR163W,Cytonuclear,No,,,,188,,,,,
YOR164C,Cytonuclear,No,,,,312,,,,,
YOR165W,TMD,No,681,,No,776,95,Yes,773,No,No
YOR166C,Cytonuclear,No,,,,458,,,,,
YOR167C,Cytonuclear,No,,,,67,,,,,
YOR168W,Cytonuclear,No,,,,809,,,,,
YOR171C,Cytonuclear,No,,,,624,,,,,
YOR172W,Exception,No,,,,786,,,,,
YOR173W,Cytonuclear,No,,,,353,,,,,
YOR174W,Cytonuclear,No,,,,284,,,,,
YOR175C,Exception,No,,Independent,Yes,619,,,,,
YOR176W,mito,No,,,,393,,,,,
YOR177C,Cytonuclear,No,,,,464,,,,,
YOR178C,Exception,No,,,,793,,,,,
YOR179C,Cytonuclear,No,,,,188,,,,,
YOR180C,Cytonuclear,No,,,,271,,,,,
YOR181W,Cytonuclear,No,,,,633,,,,,
YOR182C,Cytonuclear,No,,,,63,,,,,
YOR183W,TA,No,109,,,129,20,,,,
YOR184W,Cytonuclear,No,,,,395,,,,,
YOR185C,Cytonuclear,No,,,,220,,,,,
YOR186W,TMD,No,89,,,144,55,,,,
YOR187W,mito,No,,,,437,,,,,
YOR188W,Cytonuclear,No,,,,1137,,,,,
YOR189W,Cytonuclear,No,,,,116,,,,,
YOR190W,SS,No,7,Independent,,445,438,,,,
YOR191W,Cytonuclear,No,,,,1619,,,,,
YOR192C,TMD,No,46,Independent,,599,553,,,,
YOR192C-A,Cytonuclear,No,,,,438,,,,,
YOR192C-B,Cytonuclear,No,,,,1770,,,,,
YOR192C-C,Exception,No,,,,78,,,,,
YOR193W,Cytonuclear,No,,,,376,,,,,
YOR194C,Cytonuclear,No,,,,286,,,,,
YOR195W,Cytonuclear,No,,,,821,,,,,
YOR196C,mito,No,,,,414,,,,,
YOR197W,Cytonuclear,No,,,,432,,,,,
YOR198C,Cytonuclear,No,,,,470,,,,,
YOR201C,mito,No,,,,412,,,,,
YOR202W,Cytonuclear,No,,,,220,,,,,
YOR204W,Cytonuclear,No,,,,604,,,,,
YOR205C,mito,No,,,,556,,,,,
YOR206W,Cytonuclear,No,,,,710,,,,,
YOR207C,Cytonuclear,No,,,,1149,,,,,
YOR208W,Cytonuclear,No,,,,750,,,,,
YOR209C,Cytonuclear,No,,,,429,,,,,
YOR210W,Cytonuclear,No,,,,70,,,,,
YOR211C,Exception,No,,,,881,,,,,
YOR212W,Cytonuclear,No,,,,423,,,,,
YOR213C,Cytonuclear,No,,,,248,,,,,
YOR214C,SS,Yes,4,Independent,,236,232,,,,
YOR215C,mito,No,,,,185,,,,,
YOR216C,Cytonuclear,No,,,,484,,,,,
YOR217W,Cytonuclear,No,,,,861,,,,,
YOR219C,TMD,No,119,,,931,812,Yes,191,Yes,Yes
YOR220W,Cytonuclear,No,,,,265,,,,,
YOR221C,mito,No,,,,360,,,,,
YOR222W,Exception,No,,,,307,,,,,
YOR223W,TA,No,244,,,292,48,,,,
YOR224C,Cytonuclear,No,,,,146,,,,,
YOR226C,mito,No,,,,156,,,,,
YOR227W,Cytonuclear,No,,,,1246,,,,,
YOR228C,mito,No,,,,302,,,,,
YOR229W,Cytonuclear,No,,,,467,,,,,
YOR230W,Cytonuclear,No,,,,437,,,,,
YOR231W,Cytonuclear,No,,,,508,,,,,
YOR232W,Cytonuclear,No,,,,228,,,,,
YOR233W,Cytonuclear,No,,,,800,,,,,
YOR234C,Cytonuclear,No,,,,107,,,,,
YOR236W,mito,No,,,,211,,,,,
YOR237W,Cytonuclear,No,,,,434,,,,,
YOR238W,Cytonuclear,No,,,,303,,,,,
YOR239W,Cytonuclear,No,,,,628,,,,,
YOR241W,Exception,No,,,,548,,,,,
YOR242C,Cytonuclear,No,,,,371,,,,,
YOR243C,Cytonuclear,No,,,,676,,,,,
YOR244W,Cytonuclear,No,,,,445,,,,,
YOR245C,TMD,No,69,,No,418,349,Yes,145,Yes,Yes
YOR246C,Exception,No,,Independent,Yes,330,,,,,
YOR247W,SS,No,4,Independent,No,210,206,No,,,Yes
YOR249C,Cytonuclear,No,,,,685,,,,,
YOR250C,Cytonuclear,No,,,,445,,,,,
YOR251C,Cytonuclear,No,,,,304,,,,,
YOR252W,Cytonuclear,No,,,,178,,,,,
YOR253W,Cytonuclear,No,,,,176,,,,,
YOR254C,TMD,No,14,Dependent,No,663,649,No,,,Yes
YOR255W,Cytonuclear,No,,,,278,,,,,
YOR256C,TMD,No,126,,,809,683,No,,,Yes
YOR257W,Cytonuclear,No,,,,161,,,,,
YOR258W,Cytonuclear,No,,,,217,,,,,
YOR259C,Cytonuclear,No,,,,437,,,,,
YOR260W,Cytonuclear,No,,,,578,,,,,
YOR261C,Cytonuclear,No,,,,338,,,,,
YOR262W,Cytonuclear,No,,,,347,,,,,
YOR264W,Cytonuclear,No,,,,430,,,,,
YOR265W,Cytonuclear,No,,,,106,,,,,
YOR266W,mito,No,,,,423,,,,,
YOR267C,Cytonuclear,No,,,,759,,,,,
YOR268C,Exception,No,,,,132,,,,,
YOR269W,Cytonuclear,No,,,,494,,,,,
YOR270C,TMD,No,418,,Yes,840,422,No,,,Yes
YOR271C,mito,No,,,,327,,,,,
YOR272W,Cytonuclear,No,,,,460,,,,,
YOR273C,TMD,No,92,,Yes,659,567,Yes,185,No,No
YOR274W,Cytonuclear,No,,,,428,,,,,
YOR275C,Cytonuclear,No,,,,661,,,,,
YOR276W,Cytonuclear,No,,,,161,,,,,
YOR278W,Exception,No,,,,275,,,,,
YOR279C,Cytonuclear,No,,,,310,,,,,
YOR280C,Cytonuclear,No,,,,266,,,,,
YOR281C,Cytonuclear,No,,,,286,,,,,
YOR283W,Cytonuclear,No,,,,230,,,,,
YOR284W,Cytonuclear,No,,,,243,,,,,
YOR285W,Cytonuclear,No,,,,139,,,,,
YOR286W,mito,No,,,,149,,,,,
YOR287C,Cytonuclear,No,,,,300,,,,,
YOR288C,SS,No,9,Independent,No,318,309,No,,,Yes
YOR289W,Cytonuclear,No,,,,251,,,,,
YOR290C,Cytonuclear,No,,,,1703,,,,,
YOR291W,TMD,No,320,,,1472,1152,Yes,385,Yes,Yes
YOR292C,TMD,No,53,Dependent,,309,256,Yes,132,No,Yes
YOR293C-A,Exception,No,,,,49,,,,,
YOR293W,Cytonuclear,No,,,,105,,,,,
YOR294W,Cytonuclear,No,,,,203,,,,,
YOR295W,Cytonuclear,No,,,,228,,,,,
YOR296W,Cytonuclear,No,,,,1289,,,,,
YOR297C,mito,No,,,,192,,,,,
YOR298C-A,Cytonuclear,No,,,,151,,,,,
YOR298W,Exception,No,,Dependent,,479,,,,,
YOR299W,Cytonuclear,No,,,,746,,,,,
YOR301W,TMD,No,298,,Yes,435,137,No,,,Yes
YOR302W,Cytonuclear,No,,,,25,,,,,
YOR303W,Cytonuclear,No,,,,411,,,,,
YOR304C-A,Cytonuclear,No,,,,76,,,,,
YOR304W,Cytonuclear,No,,,,1120,,,,,
YOR305W,mito,No,,,,242,,,,,
YOR306C,TMD,No,106,,,521,415,,,,
YOR307C,Exception,No,,,,453,,,,,
YOR308C,Cytonuclear,No,,,,587,,,,,
YOR310C,Cytonuclear,No,,,,511,,,,,
YOR311C,TMD,No,78,,No,290,212,Yes,169,No,Yes
YOR312C,Cytonuclear,No,,,,172,,,,,
YOR313C,Cytonuclear,No,,,,338,,,,,
YOR315W,Cytonuclear,No,,,,346,,,,,
YOR316C,TMD,No,11,Dependent,No,439,428,Yes,108,No,Yes
YOR316C-A,Cytonuclear,No,,,,69,,,,,
YOR317W,Cytonuclear,No,,,,700,,,,,
YOR319W,Cytonuclear,No,,,,213,,,,,
YOR320C,TMD,No,11,Dependent,No,491,480,No,,,Yes
YOR321W,Exception,No,,Independent,Yes,753,,,,,
YOR322C,Cytonuclear,No,,,,818,,,,,
YOR323C,Cytonuclear,No,,,,456,,,,,
YOR324C,TA,No,571,,,602,31,,,,
YOR326W,Cytonuclear,No,,,,1574,,,,,
YOR327C,TA,No,92,,No,115,23,,,,
YOR328W,Exception,No,,,,1564,,,,,
YOR329C,Cytonuclear,No,,,,872,,,,,
YOR330C,mito,No,,,,1254,,,,,
YOR332W,Cytonuclear,No,,,,233,,,,,
YOR334W,mito,No,,,,470,,,,,
YOR335C,Cytonuclear,No,,,,958,,,,,
YOR336W,SS,No,3,Independent,,1365,1362,No,,,Yes
YOR337W,Cytonuclear,No,,,,759,,,,,
YOR338W,Cytonuclear,No,,,,363,,,,,
YOR339C,Cytonuclear,No,,,,156,,,,,
YOR340C,Cytonuclear,No,,,,326,,,,,
YOR341W,Cytonuclear,No,,,,1664,,,,,
YOR342C,Cytonuclear,No,,,,319,,,,,
YOR343W-A,Cytonuclear,No,,,,438,,,,,
YOR343W-B,Cytonuclear,No,,,,1770,,,,,
YOR344C,Cytonuclear,No,,,,291,,,,,
YOR346W,Cytonuclear,No,,,,985,,,,,
YOR347C,Cytonuclear,No,,,,506,,,,,
YOR348C,TMD,No,115,,,627,512,,,,
YOR349W,Exception,No,,,,1014,,,,,
YOR350C,mito,No,,,,663,,,,,
YOR351C,Cytonuclear,No,,,,497,,,,,
YOR352W,Cytonuclear,No,,,,343,,,,,
YOR353C,Cytonuclear,No,,,,791,,,,,
YOR354C,mito,No,,,,692,,,,,
YOR355W,Cytonuclear,No,,,,522,,,,,
YOR356W,mito,No,,,,631,,,,,
YOR357C,Cytonuclear,No,,,,162,,,,,
YOR358W,Cytonuclear,No,,,,242,,,,,
YOR359W,Cytonuclear,No,,,,523,,,,,
YOR360C,Cytonuclear,No,,,,526,,,,,
YOR361C,Cytonuclear,No,,,,763,,,,,
YOR362C,Cytonuclear,No,,,,288,,,,,
YOR363C,Exception,No,,,,996,,,,,
YOR365C,SSTMD,No,12,Independent,,703,691,,,,
YOR367W,Cytonuclear,No,,,,200,,,,,
YOR368W,Cytonuclear,No,,,,401,,,,,
YOR369C,Cytonuclear,No,,,,143,,,,,
YOR370C,Cytonuclear,No,,,,603,,,,,
YOR371C,Cytonuclear,No,,,,897,,,,,
YOR372C,Cytonuclear,No,,,,554,,,,,
YOR373W,Cytonuclear,No,,,,851,,,,,
YOR374W,mito,No,,,,519,,,,,
YOR375C,Cytonuclear,No,,,,454,,,,,
YOR376W-A,Exception,No,,,,51,,,,,
YOR377W,Cytonuclear,No,,,,525,,,,,
YOR378W,Exception,No,,,,515,,,,,
YOR380W,Cytonuclear,No,,,,546,,,,,
YOR381W,SSTMD,No,4,Independent,,711,707,,,,
YOR381W-A,Cytonuclear,No,,,,55,,,,,
YOR382W,SS,Yes,3,Independent,Yes,153,150,No,,,No
YOR383C,SS,Yes,3,Independent,Yes,204,201,No,,,No
YOR384W,SSTMD,No,6,Independent,,694,688,,,,
YOR385W,Cytonuclear,No,,,,290,,,,,
YOR386W,Cytonuclear,No,,,,565,,,,,
YOR387C,SS,No,3,,,206,203,,,,
YOR388C,Cytonuclear,No,,,,376,,,,,
YOR389W,SS,No,8,Dependent,,624,616,,,,
YOR390W,TMD,No,12,Dependent,,375,363,,,,
YOR391C,Cytonuclear,No,,,,237,,,,,
YOR393W,Cytonuclear,No,,,,437,,,,,
YOR394C-A,Exception,No,,,,55,,,,,
YOR394W,Exception,No,,,,164,,,,,
YOR396W,Exception,No,,,,1789,,,,,
YPL001W,Cytonuclear,No,,,,374,,,,,
YPL002C,Cytonuclear,No,,,,233,,,,,
YPL003W,Exception,No,,,,462,,,,,
YPL004C,Cytonuclear,No,,,,341,,,,,
YPL005W,mito,No,,,,606,,,,,
YPL006W,SSTMD,No,3,Independent,No,1170,1167,No,,,Yes
YPL007C,Cytonuclear,No,,,,588,,,,,
YPL008W,Cytonuclear,No,,,,861,,,,,
YPL009C,Exception,No,,,,1038,,,,,
YPL010W,Cytonuclear,No,,,,189,,,,,
YPL011C,Exception,No,,,,353,,,,,
YPL012W,Cytonuclear,No,,,,1228,,,,,
YPL013C,mito,No,,,,121,,,,,
YPL014W,Cytonuclear,No,,,,381,,,,,
YPL015C,Cytonuclear,No,,,,357,,,,,
YPL016W,Exception,No,,,,1314,,,,,
YPL017C,Cytonuclear,No,,,,499,,,,,
YPL018W,Cytonuclear,No,,,,369,,,,,
YPL019C,TMD,No,710,,Yes,835,125,Yes,805,No,No
YPL020C,Cytonuclear,No,,,,621,,,,,
YPL021W,Cytonuclear,No,,,,187,,,,,
YPL022W,Cytonuclear,No,,,,1100,,,,,
YPL023C,Cytonuclear,No,,,,657,,,,,
YPL024W,Cytonuclear,No,,,,241,,,,,
YPL026C,Cytonuclear,No,,,,502,,,,,
YPL027W,Cytonuclear,No,,,,245,,,,,
YPL028W,Cytonuclear,No,,,,398,,,,,
YPL029W,mito,No,,,,737,,,,,
YPL030W,Cytonuclear,No,,,,567,,Yes,357,,
YPL031C,Cytonuclear,No,,,,305,,,,,
YPL032C,Cytonuclear,No,,,,825,,,,,
YPL033C,Cytonuclear,No,,,,281,,,,,
YPL034W,Cytonuclear,No,,,,165,,,,,
YPL036W,TMD,No,141,,,947,806,,,,
YPL037C,Cytonuclear,No,,,,157,,,,,
YPL038W,Cytonuclear,No,,,,177,,,,,
YPL038W-A,Exception,No,,,,63,,,,,
YPL039W,Cytonuclear,No,,,,316,,,,,
YPL040C,mito,No,,,,1002,,,,,
YPL041C,TMD,No,96,,,207,111,,,,
YPL042C,Cytonuclear,No,,,,555,,,,,
YPL043W,Cytonuclear,No,,,,685,,,,,
YPL045W,Cytonuclear,No,,,,798,,,,,
YPL046C,Cytonuclear,No,,,,99,,,,,
YPL047W,Cytonuclear,No,,,,99,,,,,
YPL048W,Cytonuclear,No,,,,415,,,,,
YPL049C,Cytonuclear,No,,,,452,,,,,
YPL050C,TMD,No,14,Dependent,No,395,381,Yes,70,Yes,Yes
YPL051W,Cytonuclear,No,,,,198,,,,,
YPL052W,Cytonuclear,No,,,,292,,,,,
YPL053C,Exception,No,,Dependent,No,446,,,,,
YPL054W,Cytonuclear,No,,,,301,,,,,
YPL055C,Cytonuclear,No,,,,332,,,,,
YPL056C,Exception,No,,,,101,,,,,
YPL057C,TMD,No,7,Dependent,No,382,375,Yes,65,Yes,Yes
YPL058C,Exception,No,,,Yes,1511,,,,,
YPL059W,mito,No,,,,150,,,,,
YPL060C-A,Cytonuclear,No,,,,1104,,,,,
YPL060W,mito,No,,,,413,,,,,
YPL061W,Cytonuclear,No,,,,500,,,,,
YPL063W,mito,No,,,,476,,,,,
YPL064C,Cytonuclear,No,,,,301,,,,,
YPL065W,Cytonuclear,No,,,,242,,,,,
YPL066W,Cytonuclear,No,,,,479,,,,,
YPL067C,Cytonuclear,No,,,,198,,,,,
YPL068C,Cytonuclear,No,,,,293,,,,,
YPL069C,mito,No,,,,335,,,,,
YPL070W,Cytonuclear,No,,,,612,,,,,
YPL071C,Cytonuclear,No,,,,156,,,,,
YPL072W,mito,No,,,,499,,,,,
YPL074W,Cytonuclear,No,,,,754,,,,,
YPL075W,Cytonuclear,No,,,,785,,,,,
YPL076W,Exception,No,,Independent,,280,,,,,
YPL077C,Cytonuclear,No,,,,240,,,,,
YPL078C,mito,No,,,,244,,,,,
YPL079W,Cytonuclear,No,,,,160,,,,,
YPL081W,Cytonuclear,No,,,,197,,,,,
YPL082C,Cytonuclear,No,,,,1867,,,,,
YPL083C,mito,No,,,,467,,,,,
YPL084W,Cytonuclear,No,,,,844,,,,,
YPL085W,Cytonuclear,No,,,,2195,,,,,
YPL086C,Cytonuclear,No,,,,557,,,,,
YPL087W,Exception,No,,Independent,No,317,,,,,
YPL088W,Cytonuclear,No,,,,342,,,,,
YPL089C,Cytonuclear,No,,,,676,,,,,
YPL090C,Cytonuclear,No,,,,236,,,,,
YPL091W,mito,No,,,,483,,,,,
YPL092W,TMD,No,15,Dependent,No,458,443,Yes,86,No,Yes
YPL093W,Cytonuclear,No,,,,647,,,,,
YPL094C,TMD,No,149,,No,274,125,Yes,219,No,No
YPL095C,Cytonuclear,No,,,,456,,,,,
YPL096C-A,TMD,No,7,Dependent,No,68,61,,,,
YPL096W,Cytonuclear,No,,,,363,,,,,
YPL097W,mito,No,,,,492,,,,,
YPL098C,TMD,No,21,Dependent,No,113,92,No,,,No
YPL099C,TMD,No,107,,,182,75,,,,
YPL100W,Cytonuclear,No,,,,496,,,,,
YPL101W,Exception,No,,,,456,,,,,
YPL103C,TMD,No,54,,,468,414,,,,
YPL104W,mito,No,,,,658,,,,,
YPL105C,Cytonuclear,No,,,,849,,,,,
YPL106C,Cytonuclear,No,,,,693,,,,,
YPL107W,mito,No,,,,248,,,,,
YPL108W,Cytonuclear,No,,,,168,,,,,
YPL109C,mito,No,,,,657,,,,,
YPL110C,Cytonuclear,No,,,,1223,,,,,
YPL111W,Cytonuclear,No,,,,333,,,,,
YPL112C,Exception,No,,,No,394,,,,,
YPL113C,Cytonuclear,No,,,,396,,,,,
YPL115C,Cytonuclear,No,,,,1128,,,,,
YPL116W,Exception,No,,,,697,,,,,
YPL117C,Cytonuclear,No,,,,288,,,,,
YPL118W,mito,No,,,,344,,,,,
YPL119C,Cytonuclear,No,,,,617,,,,,
YPL119C-A,Exception,No,,Dependent,,87,,,,,
YPL120W,Cytonuclear,No,,,,557,,,,,
YPL121C,Cytonuclear,No,,,,222,,,,,
YPL122C,Cytonuclear,No,,,,513,,,,,
YPL123C,Exception,No,,,,434,,,,,
YPL124W,Cytonuclear,No,,,,253,,,,,
YPL125W,Cytonuclear,No,,,,1032,,,,,
YPL126W,Cytonuclear,No,,,,896,,,,,
YPL127C,Cytonuclear,No,,,,258,,,,,
YPL128C,Cytonuclear,No,,,,562,,,,,
YPL129W,Cytonuclear,No,,,,244,,,,,
YPL130W,SS,Yes,5,Independent,,223,218,,,,
YPL131W,Cytonuclear,No,,,,297,,,,,
YPL132W,TMD,No,84,,,300,216,,,,
YPL133C,Cytonuclear,No,,,,446,,,,,
YPL134C,mito,No,,,,310,,,,,
YPL135W,mito,No,,,,165,,,,,
YPL137C,Cytonuclear,No,,,,1276,,,,,
YPL138C,Cytonuclear,No,,,,353,,,,,
YPL139C,Cytonuclear,No,,,,460,,,,,
YPL140C,Cytonuclear,No,,,,506,,,,,
YPL141C,Cytonuclear,No,,,,865,,,,,
YPL143W,Cytonuclear,No,,,,107,,,,,
YPL144W,Cytonuclear,No,,,,148,,,,,
YPL145C,Cytonuclear,No,,,,434,,,,,
YPL146C,Cytonuclear,No,,,,455,,,,,
YPL147W,TMD,No,61,,,870,809,,,,
YPL148C,Cytonuclear,No,,,,173,,,,,
YPL149W,Cytonuclear,No,,,,294,,,,,
YPL150W,Cytonuclear,No,,,,901,,,,,
YPL151C,Cytonuclear,No,,,,451,,,,,
YPL152W,Cytonuclear,No,,,,358,,,,,
YPL152W-A,Cytonuclear,No,,,,32,,,,,
YPL153C,Cytonuclear,No,,,,821,,,,,
YPL154C,SS,No,6,Independent,Yes,405,399,No,,,Yes
YPL155C,Cytonuclear,No,,,,706,,,,,
YPL156C,TMD,No,20,Dependent,,284,264,No,,,Yes
YPL157W,Cytonuclear,No,,,,315,,,,,
YPL158C,Cytonuclear,No,,,,758,,,,,
YPL159C,mito,No,,,,253,,,,,
YPL160W,Cytonuclear,No,,,,1090,,,,,
YPL161C,Cytonuclear,No,,,,633,,,,,
YPL162C,TMD,No,13,Dependent,,273,260,No,,,Yes
YPL163C,SS,No,5,Independent,No,260,255,No,,,Yes
YPL164C,Cytonuclear,No,,,,715,,,,,
YPL165C,Cytonuclear,No,,,,373,,,,,
YPL166W,Cytonuclear,No,,,,213,,,,,
YPL167C,Cytonuclear,No,,,,1504,,,,,
YPL168W,mito,No,,,,430,,,,,
YPL169C,Cytonuclear,No,,,,599,,,,,
YPL170W,Cytonuclear,No,,,,152,,,,,
YPL171C,Cytonuclear,No,,,,400,,,,,
YPL172C,mito,No,,,,462,,,,,
YPL173W,Cytonuclear,No,,,,297,,,,,
YPL174C,Exception,No,,,,868,,,,,
