uniprot,gene,name
Q95Y94,CELE_R13A5.4 R13A5.4,lgc-12
A0A0K3AWP8,CELE_Y47G6A.23 Y47G6A.23,lpd-3
Q19605,CELE_F19H6.4 F19H6.4,
Q9XUC8,CELE_M162.3 M162.3,srt-45
Q9N5M7,CELE_H12I13.3 H12I13.3,
M1ZMJ1,CELE_K04F1.12 K04F1.12,irld-11
I2HAI0,CELE_Y41E3.4 Y41E3.4,qars-1
O17290,CELE_R52.5 R52.5,
A0A0S4XR75,CELE_K08D9.4 K08D9.4,
H2KYS1,C14F11.5 CELE_C14F11.5,hsp-43
Q93745,CELE_F48C11.3 F48C11.3,nlp-3
B3WFW1,CELE_K04G2.12 K04G2.12,
O44823,CELE_F52C6.14 F52C6.14,
W6SBE3,C33H5.15 CELE_C33H5.15,sgo-1
G3MU06,CELE_ZK287.4 ZK287.4,
Q9XUT7,CELE_K08C9.5 K08C9.5,
Q19831,CELE_F26G1.6 F26G1.6,nep-12
A0A0K3ARZ8,CELE_Y82E9BR.32 Y82E9BR.32,pals-21
Q965N3,BE0003N10.1 CELE_BE0003N10.1,
O61941,CELE_T24A6.10 T24A6.10,srbc-67
I2HAA3,C06H2.7 CELE_C06H2.7,
Q17463,B0240.1 CELE_B0240.1,rhr-2
Q9TYL0,CELE_Y25C1A.1 Y25C1A.1,clec-123
Q86S39,CELE_H17B01.4 H17B01.4,emc-1
H9G363,CELE_Y57G11C.42 Y57G11C.42,
G5EFT9,C44F1.1 CELE_C44F1.1,
A0A486WVV5,C34F6.10 CELE_C34F6.10,
Q19510,CELE_F17A2.13 F17A2.13,
G2HJZ4,CELE_Y52B11A.19 Y52B11A.19,
Q9U1S3,CELE_Y75B8A.16 Y75B8A.16,
Q9TZK5,CELE_F40H3.5 F40H3.5,hst-3.1
Q95X83,CELE_F23F1.9 F23F1.9,rpoa-49
Q5F4V6,C02A12.3 CELE_C02A12.3,srbc-30
Q23069,CELE_W01A11.6 W01A11.6,moc-2
A0A2C9C3B7,C09D1.1 CELE_C09D1.1,unc-89
O01920,CELE_F23H11.7 F23H11.7,
I2HAK9,C06H5.6 CELE_C06H5.6,
H2FLG2,C41C4.5 CELE_C41C4.5,unc-105
Q9TXR5,CELE_M01E10.3 M01E10.3,
O62071,C17D12.7 CELE_C17D12.7,
Q9XV73,CELE_F21D9.1 F21D9.1,
A0A1N7SZ15,CELE_T07H6.5 T07H6.5,lev-9
A0A131MCT7,CELE_T27C4.2 T27C4.2,hpo-36
O17136,CELE_F31F4.4 F31F4.4,srx-21
Q7YWN5,CELE_Y62F5A.10 Y62F5A.10,
G5EG37,CELE_Y54E5A.8 Y54E5A.8,
Q9NAQ1,CELE_K02E2.8 K02E2.8,
O02317,CELE_T15D6.10 T15D6.10,
Q9XU51,CELE_T08G3.6 T08G3.6,
O18021,CELE_T04A11.10 T04A11.10,sru-17
A3QM96,C52D10.11 CELE_C52D10.11,flp-17
Q86MI9,CELE_W05H9.4 W05H9.4,
Q2V4S9,CELE_F33G12.7 F33G12.7,
Q9U2D5,CELE_Y46G5A.29 Y46G5A.29,
Q21132,CELE_K02E10.5 K02E10.5,
G4RV56,C04A2.15 CELE_C04A2.15,
Q95XJ4,CELE_Y45G5AM.8 Y45G5AM.8,coh-4
G5EBX1,CELE_F45E10.1 F45E10.1,unc-53
O01911,CELE_R10F2.5 R10F2.5,
U4PDY6,CELE_K11H12.9 K11H12.9,
H2KY90,B0410.2 CELE_B0410.2,vang-1
Q56VY7,CELE_Y7A5A.10 Y7A5A.10,
H2L066,CELE_F53G2.4 F53G2.4,pqn-42
A0A0K3AT01,CELE_Y39B6A.40 Y39B6A.40,sws-1
Q95YA5,CELE_F41G4.1 F41G4.1,dyla-1
V6CL75,C34D4.14 CELE_C34D4.14,hecd-1
Q4TTA1,C25B8.8 CELE_C25B8.8,
Q7JLY3,CELE_F25H8.5 F25H8.5,dur-1
O45263,C18D4.6 CELE_C18D4.6,
C6KRI8,CELE_T28C6.1 T28C6.1,grsp-2
A0A3B1E3R6,CELE_Y49F6B.6 Y49F6B.6,
A4F313,CELE_F38A1.15 F38A1.15,
H2KYT4,CELE_F14B8.5 F14B8.5,
Q565D5,C07A9.13 CELE_C07A9.13,
O16240,C13D9.6 CELE_C13D9.6,srsx-13
A0A4V6M3C0,CELE_F31B12.1 F31B12.1,plc-1
A0A1X7RBT7,CELE_Y39A1A.8 Y39A1A.8,swt-4
Q23501,CELE_ZK455.8 ZK455.8,2-Oct
D2N112,CELE_F18A11.5 F18A11.5,
Q7JKP1,CELE_T22H2.5 T22H2.5,scrm-1
P90863,CELE_F36A2.4 F36A2.4,twk-30
O76628,CELE_Y57G7A.1 Y57G7A.1,
O01964,C27A12.7 CELE_C27A12.7,ari-1.2
A0A3P6MY51,CELE_T05C1.2 T05C1.2,
Q8I4K3,CELE_F30F8.9 F30F8.9,
Q21080,CELE_K01C8.1 K01C8.1,
A0A3P6P9A6,CELE_F26F2.7 F26F2.7,
Q22088,CELE_T01H3.2 T01H3.2,
Q21777,CELE_R06C7.9 R06C7.9,ztf-15
Q18937,CELE_D1046.1 D1046.1,cfim-2
E1B6R9,CELE_F11A10.6 F11A10.6,
G4SQY7,CELE_T27A1.5 T27A1.5,slc-36.2
C7FZT8,CELE_F45H7.2 F45H7.2,gei-1
C7U324,,tat-1
Q9GTF3,,
A0A3P6MY79,CELE_F11H8.2 F11H8.2,lgc-38
Q9N5B5,CELE_W06H8.6 W06H8.6,
Q8T3E3,CELE_F13H10.6 F13H10.6,
C6KRI7,CELE_T28C6.1 T28C6.1,grsp-2
Q22198,CELE_T05A6.2 T05A6.2,cki-2
P91350,CELE_F56A3.3 F56A3.3,npp-6
A0A061ACT3,CELE_ZK617.1 ZK617.1,unc-22
Q49HI2,,tom-1
Q8I7H9,C37C3.13 CELE_C37C3.13,ttr-33
H2KZH7,CELE_Y37E11AL.3 Y37E11AL.3,
H2KZF5,CELE_ZK622.3 ZK622.3,pmt-1
O17299,CELE_ZK250.13 ZK250.13,
Q21610,,par-2
Q58AA5,CELE_W02B12.8 W02B12.8,rga-1
C3PU63,,
Q8WR42,,wrk-1
G5EBZ1,C47D12.8 CELE_C47D12.8,xpf-1
Q9XVN9,CELE_F36A2.1 F36A2.1,cids-2
A7UFE0,,hst-3
Q17838,C08H9.4 CELE_C08H9.4,chil-1
A0A1C3NSN7,CELE_T22B7.1 T22B7.1,egl-13
A0A486WX19,CELE_T20D4.19 T20D4.19,
Q17474,B0334.3 CELE_B0334.3,
Q9XUD5,CELE_F55G11.7 F55G11.7,
I3VM39,,
Q19816,CELE_F26F4.5 F26F4.5,
O45085,C17H12.3 CELE_C17H12.3,
P90746,C10C6.5 CELE_C10C6.5,wht-2
Q18478,C35B8.3 CELE_C35B8.3,
A0A061ACL3,CELE_Y23H5A.7 Y23H5A.7,cars-1
B6VQ95,CELE_ZK1010.10 ZK1010.10,
Q9GTF0,,
G5EFB9,C32A3.3 CELE_C32A3.3,rilp-1
Q9XXL6,CELE_ZK1025.3 ZK1025.3,
Q23326,CELE_ZC449.3 ZC449.3,sek-3
H2L2A3,CELE_F40F8.5 F40F8.5,
Q9N4F4,CELE_Y71H2B.7 Y71H2B.7,gpa-17
Q9TY60,,CeRhoGDI
I7FN62,F53F10.4,unc-108
A8DZ45,CELE_K12F2.2 K12F2.2,vab-8
Q2Q3C7,,D1005.1
Q2Q2P3,,R160.7
I2HAF9,CELE_Y71A12B.1 Y71A12B.1,rps-6
Q9N5W3,,C51G7.3
Q85PL0,,ATP6
Q95PX0,CELE_ZK470.5 ZK470.5,nck-1
G3MU09,C08B6.8 CELE_C08B6.8,
Q9NLD1,CELE_F58D5.1 F58D5.1,hrp-2
Q22417,CELE_T12A2.7 T12A2.7,bcas-2
C3PU61,,
Q8IA64,CELE_ZK484.2 ZK484.2,haf-9
G5EFD6,CELE_ZK270.2 ZK270.2,frm-1
Q85PL2,,ATP6
Q9N4J9,CELE_F54A3.6 F54A3.6,
Q8ITY7,C50D2.6 CELE_C50D2.6,
G5EEV8,CELE_Y9C2UA.1 Y9C2UA.1,
H9G2P9,CELE_ZC373.1 ZC373.1,cbs-1
Q9U1W7,CELE_Y62E10A.13 Y62E10A.13,
J7SEY3,C54D10.14 CELE_C54D10.14,pals-37
Q5F4U8,CELE_R09E12.8 R09E12.8,srbc-60
Q9XXE5,CELE_Y43C5B.2 Y43C5B.2,
A0A0K3ASM1,CELE_H24K24.2 H24K24.2,
U4PMC7,CELE_Y55F3BR.5 Y55F3BR.5,madf-1
Q9XXB7,CELE_Y68A4B.2 Y68A4B.2,clec-242
O45361,CELE_F14H3.5 F14H3.5,
O62300,CELE_K03D7.2 K03D7.2,srw-31
Q19575,CELE_F18G5.1 F18G5.1,
Q8IG14,CELE_F55C12.1 F55C12.1,rfip-1
A0A0M7REQ9,CELE_Y19D10A.7 Y19D10A.7,irld-53
O62505,CELE_ZK1053.3 ZK1053.3,
A0A131MBT4,CELE_F13E6.3 F13E6.3,phf-31
D9PTN6,CELE_F11C1.9 F11C1.9,
H8ESF6,CELE_Y79H2A.3 Y79H2A.3,
Q9U327,CELE_W09G3.1 W09G3.1,
O44197,CELE_ZK185.1 ZK185.1,
Q20235,CELE_F40F9.4 F40F9.4,str-188
W6RT88,CELE_Y48G8AR.1 Y48G8AR.1,grh-1
A0A0K3AQQ6,CELE_M05B5.3 M05B5.3,
H9G2U1,CELE_F25H8.5 F25H8.5,dur-1
A0A131MBJ3,CELE_F29C4.8 F29C4.8,col-99
B6GUQ3,CELE_Y81G3A.5 Y81G3A.5,col-86
Q21843,CELE_R08C7.10 R08C7.10,wapl-1
C9IY37,CELE_F48F5.6 F48F5.6,
U4PB43,CELE_Y54G2A.73 Y54G2A.73,
Q7YTR9,C27B7.9 CELE_C27B7.9,
Q2V072,CELE_K05F6.5 K05F6.5,fbxb-44
Q9TYQ6,CELE_H32C10.3 H32C10.3,dhhc-13
Q8I4G3,CELE_T03F7.7 T03F7.7,
O45660,CELE_K05D4.6 K05D4.6,srh-277
V6CLQ4,C46G7.4 CELE_C46G7.4,pqn-22
P91221,CELE_F07E5.4 F07E5.4,
N1NTD2,CELE_H19N07.2 H19N07.2,math-33
Q18750,C50F7.6 CELE_C50F7.6,
O45991,CELE_ZK1037.9 ZK1037.9,srw-113
Q8I4D9,CELE_Y37D8A.23 Y37D8A.23,unc-25
D3YT99,CELE_Y41E3.9 Y41E3.9,fcd-2
A0A078BPF2,CELE_Y71F9B.6 Y71F9B.6,
Q8I4I7,CELE_F46B6.5 F46B6.5,
P91370,CELE_K11H12.3 K11H12.3,
A0A1X7RBK3,CELE_F22D3.1 F22D3.1,ceh-38
H9G2Q3,CELE_D2085.5 D2085.5,hgap-2
A0A2K5ATX5,CELE_Y50D4C.12 Y50D4C.12,
Q9XXD5,CELE_Y48A6B.1 Y48A6B.1,dmsr-5
X5LX59,CELE_F53B1.8 F53B1.8,
Q400L4,CELE_F49F1.14 F49F1.14,
Q95Q36,CELE_W09G3.6 W09G3.6,
Q86MF0,CELE_F26D12.1 F26D12.1,fkh-7
Q95YD3,C30F8.3 CELE_C30F8.3,
G4RXP2,C08G5.4 CELE_C08G5.4,snt-6
O45992,CELE_ZK1037.10 ZK1037.10,wrt-7
Q09538,CELE_F19C6.3 F19C6.3,
Q965I3,CELE_F40H3.6 F40H3.6,
A0A0K3AYA0,CELE_Y40B10A.5 Y40B10A.5,
O16676,CELE_F41B5.9 F41B5.9,nhr-182
Q9XVX7,CELE_K03H1.12 K03H1.12,
A0A0K3AYC1,CELE_Y50D4A.6 Y50D4A.6,
Q23394,CELE_ZK1086.3 ZK1086.3,
A0A0K3AS59,CELE_Y108G3AL.7 Y108G3AL.7,arid-1
A8WHR8,CELE_F32D8.15 F32D8.15,
G5EFG1,CELE_T11B7.4 T11B7.4,alp-1
Q7YX30,CELE_F26D2.16 F26D2.16,
O18184,CELE_W09D10.5 W09D10.5,
A5JYX8,CELE_T05F1.1 T05F1.1,nra-2
O45411,CELE_F28B1.1 F28B1.1,hpo-33
Q7YX92,C04H5.8 CELE_C04H5.8,nlp-41
H2KZV4,CELE_F23H11.4 F23H11.4,
A0A0K3ATT6,CELE_Y71G12B.11 Y71G12B.11,tln-1
Q93206,C11E4.7 CELE_C11E4.7,
Q7YWN7,CELE_Y60A9A.1 Y60A9A.1,
Q9N564,CELE_Y23B4A.1 Y23B4A.1,
Q19395,CELE_F13D12.3 F13D12.3,
P90858,CELE_F35C12.2 F35C12.2,ncx-4
E9P841,CELE_ZC262.7 ZC262.7,
A0A2C9C3S8,C54F6.4 CELE_C54F6.4,swt-2
A8DZ50,CELE_F46B3.18 F46B3.18,ttr-57
D2YW05,CELE_E02H4.8 E02H4.8,
Q21687,CELE_R03H4.1 R03H4.1,oac-40
Q8MPV0,CELE_F41D9.3 F41D9.3,wrk-1
A0A3B1E007,CELE_R186.5 R186.5,shw-3
V6CLF7,CELE_K08E3.7 K08E3.7,pdr-1
O45545,CELE_F52F12.5 F52F12.5,
A0A4V0IK01,CELE_F15G9.4 F15G9.4,him-4
Q9U365,CELE_T19A6.2 T19A6.2,ngp-1
S6CPF4,CELE_ZK354.10 ZK354.10,msp-58
Q95XK0,CELE_Y102A11A.5 Y102A11A.5,
H2KZU1,CELE_F21D12.1 F21D12.1,nhr-21
V6CLU5,CELE_F54E2.3 F54E2.3,ketn-1
O01505,C37A2.2 CELE_C37A2.2,pqn-20
Q9N5S3,CELE_F49H12.1 F49H12.1,lsy-2
Q9U2C5,CELE_Y47D3A.22 Y47D3A.22,mib-1
O44553,CELE_K06A5.1 K06A5.1,
A0A1I6CM95,CELE_Y48A6B.13 Y48A6B.13,spat-2
O16397,C17E7.2 CELE_C17E7.2,srh-190
A5JYT8,C54D10.13 CELE_C54D10.13,
V6CL83,C06E7.4 CELE_C06E7.4,
A5PEW5,CELE_Y22F5A.3 Y22F5A.3,ric-4
Q1EPL6,CELE_Y18H1A.14 Y18H1A.14,
Q067Y1,CELE_F36H1.2 F36H1.2,kdin-1
Q9XUH9,CELE_ZK39.8 ZK39.8,clec-99
Q20386,CELE_F44A6.4 F44A6.4,
A0A061AIU7,C48D1.5 CELE_C48D1.5,
G5EC76,CELE_ZK856.14 ZK856.14,
Q9XW97,CELE_Y40H7A.11 Y40H7A.11,
K8F804,CELE_Y51H1A.2 Y51H1A.2,cup-14
D7SFL9,CELE_M110.10 M110.10,
H2L0E7,CELE_K05F6.14 K05F6.14,
O62272,CELE_F58G1.3 F58G1.3,
Q8I129,C14A4.4 CELE_C14A4.4,crn-3
Q9NEK7,CELE_Y116F11B.1 Y116F11B.1,daf-28
A0A0S4XRJ7,C17B7.15 CELE_C17B7.15,
A0A1X7RBS0,CELE_F22D3.1 F22D3.1,ceh-38
G5EDD6,CELE_ZK265.8 ZK265.8,cutl-8
Q19953,CELE_F32A5.1 F32A5.1,ada-2
P90867,CELE_F39H11.1 F39H11.1,
Q9U2X4,CELE_Y113G7B.9 Y113G7B.9,srbc-34
G5EEW2,CELE_F57G12.2 F57G12.2,
O45954,CELE_Y51A2B.3 Y51A2B.3,nhr-288
A0A0K3ASN8,CELE_K04F1.9 K04F1.9,
Q19255,CELE_F09E5.9 F09E5.9,
P90780,C55A6.5 CELE_C55A6.5,sdz-8
H2KZE5,CELE_F41C6.4 F41C6.4,
H2KYL1,CELE_F45E4.7 F45E4.7,nep-16
Q21191,CELE_K03E6.4 K03E6.4,mksr-1
Q95XD8,CELE_Y73B3B.1 Y73B3B.1,
A0A0S4XR14,C32B5.1 CELE_C32B5.1,fbxc-40
Q95QA1,CELE_T19C3.7 T19C3.7,
Q9U380,CELE_T06D10.2 T06D10.2,chaf-1
Q5CCJ3,CELE_H06I04.3 H06I04.3,
O76558,C40D2.2 CELE_C40D2.2,math-20
H2KZ74,CELE_T25B2.2 T25B2.2,
G5ECI1,CELE_ZK337.5 ZK337.5,mtd-1
Q2L6V0,B0261.6 CELE_B0261.6,
O18306,CELE_ZK899.7 ZK899.7,
P91449,CELE_T16A1.8 T16A1.8,fbxb-37
H2KYA9,B0496.3 CELE_B0496.3,unc-82
A0A2X0RDZ3,CELE_T12C9.3 T12C9.3,twk-2
G5EFT7,CELE_ZC101.3 ZC101.3,hhat-1
Q9U2S4,CELE_Y116A8C.12 Y116A8C.12,arf-6
U4PQR0,CELE_K09B3.1 K09B3.1,
A0A0K3AWW5,CELE_F26H11.2 F26H11.2,nurf-1
K8ES81,CELE_R07B5.9 R07B5.9,lsy-12
S6FWP6,CELE_ZK1098.10 ZK1098.10,unc-16
Q17573,C01G6.4 CELE_C01G6.4,
Q9XX38,CELE_Y38H6C.12 Y38H6C.12,srh-166
Q8I7M3,C12D5.8 CELE_C12D5.8,nhr-94
A0A1D3PCL0,CELE_F10E7.8 F10E7.8,farl-11
Q21928,CELE_R11B5.1 R11B5.1,tbc-12
Q9BL05,CELE_Y54F10AM.10 Y54F10AM.10,rbc-2
A8WHT2,CELE_ZC412.10 ZC412.10,
Q9U5B9,CELE_F43C11.6 F43C11.6,
Q9N487,CELE_Y16E11A.1 Y16E11A.1,math-44
Q9GUF1,CELE_Y73B6BL.25 Y73B6BL.25,acp-7
Q22349,CELE_T08H10.3 T08H10.3,
Q8MQC3,C25F6.7 CELE_C25F6.7,
Q17746,C06G3.6 CELE_C06G3.6,
A0A131MAZ6,CELE_F29C4.8 F29C4.8,col-99
Q9BL60,CELE_Y65B4A.3 Y65B4A.3,vps-20
Q9BHM0,CELE_Y111B2A.1 Y111B2A.1,
H9G2W9,CELE_ZK822.9 ZK822.9,
H2L265,CELE_F40F12.5 F40F12.5,cyld-1
Q9XUU3,CELE_K05C4.9 K05C4.9,
P90792,CELE_D2030.7 D2030.7,
O17768,CELE_F01G10.10 F01G10.10,
H2KZZ5,CELE_F35H12.2 F35H12.2,tbc-11
Q52GY5,CELE_F45D3.4 F45D3.4,
D5MCU3,C54E10.7 CELE_C54E10.7,
Q2MGE8,CELE_K03H6.4 K03H6.4,
G5EF80,CELE_ZK669.1 ZK669.1,spv-1
Q7YXH3,CELE_R13A1.9 R13A1.9,best-16
Q9XUU7,CELE_K05C4.10 K05C4.10,
Q21539,CELE_M117.3 M117.3,
Q5DX38,CELE_F30B5.8 F30B5.8,srbc-71
Q7JP45,C17C3.20 CELE_C17C3.20,ins-38
Q9XWR0,CELE_Y11D7A.14 Y11D7A.14,nmy-3
G5EBW1,C10C6.1 CELE_C10C6.1,kin-4
Q20116,CELE_F37B12.1 F37B12.1,
Q4W5S6,CELE_ZK355.7 ZK355.7,irld-67
O45920,CELE_Y37A1A.3 Y37A1A.3,
O44831,CELE_F54D12.7 F54D12.7,
Q19441,CELE_F14B8.4 F14B8.4,
Q18793,C52G5.2 CELE_C52G5.2,
Q9XU11,CELE_T03E6.3 T03E6.3,nhr-271
Q9XX40,CELE_Y38H6C.22 Y38H6C.22,abf-4
O62356,CELE_T02G6.1 T02G6.1,
O44858,CELE_T05A8.3 T05A8.3,
G5EGU3,CELE_R07B5.9 R07B5.9,lsy-12
Q9XU54,CELE_T08G3.11 T08G3.11,
O17751,CELE_E03H4.12 E03H4.12,glct-2
V6CLG3,C06E4.2 CELE_C06E4.2,
D6RYE1,CELE_Y47D7A.17 Y47D7A.17,
O45074,CELE_F53H1.3 F53H1.3,
Q21494,CELE_M03D4.4 M03D4.4,
K8ERV5,CELE_T08B1.2 T08B1.2,tnt-4
H2KYA2,CELE_F18A1.3 F18A1.3,lir-1
Q19898,CELE_F29D10.1 F29D10.1,
Q86D00,CELE_ZK809.8 ZK809.8,
O01843,CELE_F56F4.3 F56F4.3,
O17639,C34F6.5 CELE_C34F6.5,
Q9TXT1,CELE_F53C3.8 F53C3.8,
H1ZUW6,CELE_F20A1.6 F20A1.6,
K8FE00,CELE_Y76A2B.1 Y76A2B.1,pod-1
H2FLF7,C05B5.17 CELE_C05B5.17,
Q9XUF1,C49C3.15 CELE_C49C3.15,
B2FD96,CELE_Y39F10B.1 Y39F10B.1,rfip-2
Q4TT93,CELE_F58F9.9 F58F9.9,
Q9U1W1,CELE_Y63D3A.5 Y63D3A.5,tfg-1
U4PQW9,CELE_M02B7.6 M02B7.6,cal-3
Q9U3I2,CELE_F21D9.2 F21D9.2,
Q7YTF8,CELE_T09F3.5 T09F3.5,
Q7YX78,C04H4.1 CELE_C04H4.1,
A0A4V0IKJ7,CELE_F49E2.5 F49E2.5,
Q20177,CELE_F38E9.1 F38E9.1,
Q9N480,CELE_Y17G9A.7 Y17G9A.7,str-174
Q9N5P7,CELE_F59H6.12 F59H6.12,btb-4
O17643,C34F6.8 CELE_C34F6.8,idh-2
Q20306,CELE_F42A10.1 F42A10.1,abcf-3
X5M5R6,CELE_D2096.4 D2096.4,sqv-1
G5ECE0,,
Q86G94,CELE_R74.5 R74.5,asd-1
A0A486WVM9,CELE_R10D12.14 R10D12.14,sao-1
Q22022,CELE_R53.7 R53.7,aakg-5
B7FAS2,CELE_Y54G9A.3 Y54G9A.3,kqt-3
O01965,C27A12.8 CELE_C27A12.8,ari-1.1
Q965W8,CELE_Y39H10A.6 Y39H10A.6,
Q9XUL8,CELE_W04A8.4 W04A8.4,
Q09497,C34C12.5 CELE_C34C12.5,rsu-1
Q8WQA1,CELE_Y105E8A.20 Y105E8A.20,
O44859,CELE_T05A8.2 T05A8.2,
Q9XXC7,CELE_Y48A6B.13 Y48A6B.13,spat-2
Q19852,CELE_F28B4.2 F28B4.2,rgl-1
O02297,CELE_T04D3.2 T04D3.2,sdz-30
E8MDV8,CELE_Y38E10A.22 Y38E10A.22,
Q19742,CELE_F22F1.2 F22F1.2,
O17130,CELE_F31F4.6 F31F4.6,srh-266
Q22967,CELE_F25B4.2 F25B4.2,peli-1
Q20084,CELE_F35H8.5 F35H8.5,exc-7
Q9TYQ2,CELE_Y24D9B.1 Y24D9B.1,
I7K4J6,CELE_ZK783.1 ZK783.1,fbn-1
C6KRN0,CELE_F09E8.7 F09E8.7,lev-1
Q18512,C38D4.7 CELE_C38D4.7,
Q9XWJ2,CELE_Y67A6A.1 Y67A6A.1,
Q21905,CELE_R10E4.9 R10E4.9,
Q19056,CELE_E04F6.4 E04F6.4,
O17990,CELE_R08H2.7 R08H2.7,srh-52
O62432,CELE_Y41E3.2 Y41E3.2,dpy-4
A3RMT9,CELE_F23D12.10 F23D12.10,
O16670,CELE_F41B5.4 F41B5.4,cyp-33c3
A0A0K3AV78,B0348.2 CELE_B0348.2,
D2N114,CELE_Y53F4B.51 Y53F4B.51,
Q18638,C45B11.2 CELE_C45B11.2,
O01702,CELE_F33E2.5 F33E2.5,
D9PTP2,CELE_Y7A5A.13 Y7A5A.13,
Q18089,C18E9.9 CELE_C18E9.9,
O17234,CELE_K10F12.4 K10F12.4,gsto-3
Q9GYL0,CELE_T05A12.1 T05A12.1,srx-19
I2HAD8,CELE_Y66D12A.30 Y66D12A.30,
O45472,CELE_F36G9.1 F36G9.1,srw-57
D3YT28,CELE_F13H10.8 F13H10.8,
H2KZW3,CELE_R13F6.6 R13F6.6,zak-1
Q22033,CELE_R90.1 R90.1,ttbk-7
Q9XZQ7,,TLF
Q18586,C43H6.4 CELE_C43H6.4,
E0R7L0,CELE_Y71A12B.24 Y71A12B.24,
O17529,CELE_W02D7.8 W02D7.8,
S6EZR2,CELE_F46C3.3 F46C3.3,hum-4
A0A0K3ARD0,CELE_Y48G1BL.8 Y48G1BL.8,
O62358,CELE_T02G6.5 T02G6.5,
Q8IAA5,CELE_Y50D7A.10 Y50D7A.10,
Q9XUZ6,CELE_F55C9.1 F55C9.1,fbxb-117
U4PBR4,CELE_F18F11.3 F18F11.3,cdh-8
B7E2K4,CELE_W02F12.4 W02F12.4,
Q94050,CELE_T13F2.7 T13F2.7,sna-2
Q23511,CELE_ZK524.3 ZK524.3,lars-2
Q19949,CELE_F32A5.5 F32A5.5,aqp-1
H2L008,CELE_R08E3.4 R08E3.4,ztf-16
Q9XV44,CELE_F33H2.7 F33H2.7,set-10
Q93566,CELE_F25H2.2 F25H2.2,snx-27
Q17929,C12D5.2 CELE_C12D5.2,nhr-152
A0A0K3AU01,CELE_K10G6.3 K10G6.3,sea-2
Q22317,CELE_T07F10.1 T07F10.1,anp-1
Q7JMG5,C14A4.7 CELE_C14A4.7,
Q8T3G5,CELE_M01D7.7 M01D7.7,egl-30
G4SGI5,CELE_F49E8.2 F49E8.2,oef-1
A0A131MDG3,CELE_F13E6.3 F13E6.3,phf-31
U4PEP3,CELE_Y104H12D.1 Y104H12D.1,mdt-20
Q20398,CELE_F44D12.1 F44D12.1,magu-4
H2KYP3,C10G8.5 CELE_C10G8.5,ncx-2
U4PBN0,C04D8.1 CELE_C04D8.1,pac-1
Q2L6X9,B0034.3 CELE_B0034.3,casy-1
O17717,C55A1.3 CELE_C55A1.3,str-248
U4PLH2,CELE_Y54G2A.16 Y54G2A.16,
D6RYE0,CELE_Y38C1AA.14 Y38C1AA.14,coa-1
G8JZ70,CELE_T16G12.10 T16G12.10,
Q22205,CELE_T05A7.2 T05A7.2,clec-140
H2KZN0,CELE_W02D3.11 W02D3.11,hrpf-1
O01573,CELE_F48C1.2 F48C1.2,fbxa-145
A0A4V0ILV9,CELE_F54E4.1 F54E4.1,rbc-1
O02097,C18E3.5 CELE_C18E3.5,snrp-40.2
A0A168H5A5,CELE_F36D4.3 F36D4.3,hum-2
O16344,CELE_F59D6.1 F59D6.1,
A7LPE2,CELE_ZK643.3 ZK643.3,seb-2
A5Z2S5,B0491.6 CELE_B0491.6,
U4PM04,CELE_Y66H1B.2 Y66H1B.2,fln-1
Q17930,C12D5.9 CELE_C12D5.9,
A0A4V0ILG5,C40H5.2 CELE_C40H5.2,
Q9N570,CELE_Y19D10B.3 Y19D10B.3,irld-15
Q20201,CELE_F40E10.2 F40E10.2,sox-3
G5ECP9,CELE_ZK1151.1 ZK1151.1,vab-10
H2L2L1,CELE_Y57G11A.1 Y57G11A.1,tag-273
O61912,CELE_H27D07.5 H27D07.5,srw-122
H2FLH6,C47E8.8 CELE_C47E8.8,set-5
V6CLH9,CELE_F56A6.4 F56A6.4,eme-1
Q86D22,CELE_K05D4.8 K05D4.8,srz-13
C0Z1Y1,CELE_W10D9.3 W10D9.3,
Q22484,CELE_T14B4.1 T14B4.1,
Q9TYX6,CELE_R11E3.4 R11E3.4,set-15
A0A0K3ARJ6,CELE_E04F6.11 E04F6.11,clh-3
Q22963,CELE_F25B4.4 F25B4.4,
Q21216,CELE_K04D7.5 K04D7.5,gon-4
U4PRF5,C25E10.17 CELE_C25E10.17,
Q27477,C36A4.1 CELE_C36A4.1,cyp-25a1
C8JQR2,CELE_F45E10.1 F45E10.1,unc-53
Q565A5,CELE_F46B6.13 F46B6.13,
Q9TXU7,CELE_H06H21.3 H06H21.3,eif-1.a
G5EBU1,CELE_K11D2.4 K11D2.4,
Q18255,C27D9.1 CELE_C27D9.1,
I2HAJ8,CELE_F56D5.6 F56D5.6,
A0A0K3ATS1,CELE_Y105E8B.1 Y105E8B.1,lev-11
Q8WQC5,CELE_T24D1.5 T24D1.5,har-2
Q9N4K6,C52E2.2 CELE_C52E2.2,
Q19698,CELE_F22A3.6 F22A3.6,ilys-5
Q94241,CELE_F55A4.1 F55A4.1,sec-22
Q9XU64,CELE_W01D2.4 W01D2.4,srt-11
B1V898,CELE_E01A2.10 E01A2.10,poml-3
Q21124,CELE_K02B2.6 K02B2.6,
Q18687,C47E8.3 CELE_C47E8.3,
A0A4V0IKM8,C45B2.4 CELE_C45B2.4,ggr-2
A0A0K3AX01,CELE_K10G6.3 K10G6.3,sea-2
Q9TYY8,CELE_H34C03.2 H34C03.2,
U4PM79,CELE_F54E7.3 F54E7.3,par-3
H2KZU5,CELE_F28B3.5 F28B3.5,
